"GEOID","State_FIP","County_FIP","County_Name","CNTY_SoVI","Percentile"
"01005","01","005","Barbour","-0.930000007","34.8"
"01027","01","027","Clay","0.150000006","52.8"
"01091","01","091","Marengo","1.399999976","73.2"
"01069","01","069","Houston","0.189999998","53.4"
"01019","01","019","Cherokee","-1.460000038","26.9"
"01003","01","003","Baldwin","-1.029999971","33.5"
"01035","01","035","Conecuh","3.289999962","90.8"
"01029","01","029","Cleburne","-1.75","23.9"
"01073","01","073","Jefferson","-0.349999994","44"
"01067","01","067","Henry","0.310000002","55.3"
"01041","01","041","Crenshaw","-0.949999988","34.4"
"01089","01","089","Madison","-3.5","9"
"01083","01","083","Limestone","-3.569999933","8.6"
"01047","01","047","Dallas","3.50999999","91.6"
"01039","01","039","Covington","0.839999974","64.1"
"01117","01","117","Shelby","-5.070000172","3.5"
"01007","01","007","Bibb","-4.28000021","5.7"
"01013","01","013","Butler","2.940000057","89.3"
"01087","01","087","Macon","3.970000029","93.3"
"01001","01","001","Autauga","-3.170000076","10.6"
"01059","01","059","Franklin","0.680000007","61.8"
"01095","01","095","Marshall","0.370000005","56.3"
"01121","01","121","Talladega","-0.300000012","44.8"
"01127","01","127","Walker","0.270000011","54.7"
"01077","01","077","Lauderdale","0.25","54.3"
"01103","01","103","Morgan","-0.980000019","34"
"01107","01","107","Pickens","1.350000024","72.3"
"01055","01","055","Etowah","0.839999974","64.1"
"01125","01","125","Tuscaloosa","-1.679999948","24.5"
"01045","01","045","Dale","-0.670000017","39.1"
"01123","01","123","Tallapoosa","1.529999971","74.7"
"01061","01","061","Geneva","0.119999997","52.1"
"01097","01","097","Mobile","-0.059999999","48.9"
"01131","01","131","Wilcox","3.680000067","92.1"
"01119","01","119","Sumter","6.269999981","97.5"
"01079","01","079","Lawrence","-1.74000001","24"
"01015","01","015","Calhoun","0.01","50.2"
"01071","01","071","Jackson","-0.850000024","36.1"
"01093","01","093","Marion","0","49.9"
"01049","01","049","DeKalb","-0.409999996","43.1"
"01109","01","109","Pike","-0.310000002","44.6"
"01105","01","105","Perry","6.449999809","97.8"
"01033","01","033","Colbert","-0.5","41.6"
"01051","01","051","Elmore","-2.75999999","14.3"
"01129","01","129","Washington","-3.059999943","11.5"
"01017","01","017","Chambers","1.210000038","70"
"01025","01","025","Clarke","1.590000033","75.2"
"01115","01","115","St. Clair","-3.549999952","8.7"
"01021","01","021","Chilton","-2.180000067","19.8"
"01011","01","011","Bullock","-0.119999997","48.2"
"01063","01","063","Greene","2.960000038","89.4"
"01009","01","009","Blount","-2.190000057","19.7"
"01037","01","037","Coosa","-1.269999981","29.9"
"01133","01","133","Winston","0.620000005","61"
"01113","01","113","Russell","1.190000057","69.6"
"01031","01","031","Coffee","-0.409999996","43.1"
"01099","01","099","Monroe","1.779999971","77.6"
"01075","01","075","Lamar","-0.189999998","46.9"
"01023","01","023","Choctaw","0.189999998","53.4"
"01043","01","043","Cullman","-1.159999967","31.3"
"01101","01","101","Montgomery","0.5","58.9"
"01053","01","053","Escambia","0.460000008","58.2"
"01111","01","111","Randolph","-0.219999999","46.2"
"01057","01","057","Fayette","0.699999988","62.1"
"01081","01","081","Lee","-3.640000105","8.3"
"01085","01","085","Lowndes","1.649999976","76.4"
"01065","01","065","Hale","2.059999943","81.7"
"02013","02","013","Aleutians East","-2.779999971","14.1"
"02016","02","016","Aleutians West","-6.190000057","1.5"
"02240","02","240","Southeast Fairbanks","-3.900000095","6.8"
"02070","02","070","Dillingham","9.069999695","99.1"
"02164","02","164","Lake and Peninsula","13.18000031","99.9"
"02185","02","185","North Slope","-0.340000004","44.1"
"02105","02","105","Hoonah-Angoon","3.880000114","92.9"
"02150","02","150","Kodiak Island","-2.099999905","20.5"
"02230","02","230","Skagway","-4.059999943","6.3"
"02188","02","188","Northwest Arctic","10.26000023","99.5"
"02130","02","130","Ketchikan Gateway","-2.019999981","21.1"
"02270","02","270","Wade Hampton","15.64000034","100"
"02090","02","090","Fairbanks North Star","-5.650000095","2.2"
"02110","02","110","Juneau","-4.599999905","4.6"
"02180","02","180","Nome","10.31000042","99.5"
"02198","02","198","Prince of Wales-Hyder","1.25","70.7"
"02220","02","220","Sitka","-0.920000017","35.1"
"02195","02","195","Petersburg","-2.470000029","16.5"
"02275","02","275","Wrangell","3.160000086","90.4"
"02170","02","170","Matanuska-Susitna","-5.170000076","3.1"
"02290","02","290","Yukon-Koyukuk","12.65999985","99.8"
"02282","02","282","Yakutat","-3.039999962","11.6"
"02122","02","122","Kenai Peninsula","-2.650000095","15"
"02261","02","261","Valdez-Cordova","-2.309999943","18.3"
"02100","02","100","Haines","-3.900000095","6.8"
"02060","02","060","Bristol Bay","-2.700000048","14.8"
"02050","02","050","Bethel","10.82999992","99.6"
"02068","02","068","Denali","-3.440000057","9.5"
"02020","02","020","Anchorage","-4.329999924","5.5"
"04019","04","019","Pima","2.200000048","83.3"
"04017","04","017","Navajo","6.699999809","98"
"04012","04","012","La Paz","5.429999828","96.5"
"04007","04","007","Gila","5.889999866","97.1"
"04027","04","027","Yuma","3.5","91.5"
"04025","04","025","Yavapai","3","89.5"
"04021","04","021","Pinal","-0.230000004","45.9"
"04011","04","011","Greenlee","-3.069999933","11.4"
"04023","04","023","Santa Cruz","6.400000095","97.7"
"04005","04","005","Coconino","1.610000014","75.7"
"04009","04","009","Graham","-0.310000002","44.6"
"04013","04","013","Maricopa","-0.100000001","48.5"
"04003","04","003","Cochise","2.160000086","82.9"
"04015","04","015","Mohave","3.849999905","92.8"
"04001","04","001","Apache","10.23999977","99.4"
"05107","05","107","Phillips","5.400000095","96.4"
"05111","05","111","Poinsett","2.119999886","82.4"
"05143","05","143","Washington","-1.289999962","29.5"
"05081","05","081","Little River","1.019999981","66.8"
"05121","05","121","Randolph","2.170000076","83"
"05005","05","005","Baxter","4.179999828","94.1"
"05013","05","013","Calhoun","-1.320000052","28.9"
"05105","05","105","Perry","-2.289999962","18.7"
"05027","05","027","Columbia","1.049999952","67.3"
"05053","05","053","Grant","-2.349999905","17.9"
"05131","05","131","Sebastian","0.709999979","62.3"
"05085","05","085","Lonoke","-2.609999895","15.3"
"05101","05","101","Newton","0.550000012","60"
"05109","05","109","Pike","0.920000017","65.2"
"05031","05","031","Craighead","-0.319999993","44.5"
"05079","05","079","Lincoln","-4.489999771","4.9"
"05123","05","123","St. Francis","0.129999995","52.3"
"05023","05","023","Cleburne","1.49000001","74.4"
"05017","05","017","Chicot","4.21999979","94.2"
"05025","05","025","Cleveland","-2.359999895","17.7"
"05015","05","015","Carroll","1.649999976","76.4"
"05021","05","021","Clay","1.470000029","74.1"
"05001","05","001","Arkansas","0.270000011","54.7"
"05119","05","119","Pulaski","-0.370000005","43.8"
"05061","05","061","Howard","2.359999895","84.7"
"05139","05","139","Union","0.02","50.4"
"05099","05","099","Nevada","2.529999971","86.3"
"05035","05","035","Crittenden","1.409999967","73.3"
"05049","05","049","Fulton","2.680000067","87.5"
"05115","05","115","Pope","-0.899999976","35.3"
"05041","05","041","Desha","3.440000057","91.2"
"05051","05","051","Garland","2.470000029","85.5"
"05091","05","091","Miller","0.079999998","51.4"
"05145","05","145","White","-1.350000024","28.4"
"05039","05","039","Dallas","1.210000038","70"
"05075","05","075","Lawrence","2.279999971","84"
"05137","05","137","Stone","2.089999914","82.1"
"05095","05","095","Monroe","4.710000038","95.3"
"05087","05","087","Madison","-1.190000057","30.8"
"05089","05","089","Marion","3.960000038","93.2"
"05047","05","047","Franklin","0.109999999","51.9"
"05117","05","117","Prairie","1.389999986","73"
"05057","05","057","Hempstead","2.579999924","86.8"
"05077","05","077","Lee","2.150000095","82.8"
"05029","05","029","Conway","0.059999999","51"
"05067","05","067","Jackson","0.439999998","57.6"
"05043","05","043","Drew","0.200000003","53.5"
"05037","05","037","Cross","1.129999995","68.6"
"05019","05","019","Clark","1.289999962","71.4"
"05033","05","033","Crawford","-0.039999999","49.2"
"05065","05","065","Izard","1.149999976","68.8"
"05127","05","127","Scott","0.579999983","60.5"
"05073","05","073","Lafayette","3.269999981","90.6"
"05093","05","093","Mississippi","1.129999995","68.6"
"05055","05","055","Greene","-1.659999967","24.7"
"05045","05","045","Faulkner","-2.880000114","13"
"05069","05","069","Jefferson","1.00999999","66.6"
"05113","05","113","Polk","2.24000001","83.6"
"05009","05","009","Boone","0.660000026","61.4"
"05071","05","071","Johnson","0.029999999","50.5"
"05103","05","103","Ouachita","2.119999886","82.4"
"05007","05","007","Benton","-2.789999962","14"
"05125","05","125","Saline","-2.329999924","18.1"
"05129","05","129","Searcy","1.269999981","71"
"05011","05","011","Bradley","2","81"
"05149","05","149","Yell","1.919999957","80"
"05135","05","135","Sharp","2.779999971","88.2"
"05083","05","083","Logan","1.190000057","69.6"
"05063","05","063","Independence","0.360000014","56"
"05147","05","147","Woodruff","4.159999847","94"
"05003","05","003","Ashley","-0.209999993","46.4"
"05097","05","097","Montgomery","1.639999986","76.2"
"05133","05","133","Sevier","1.5","74.5"
"05141","05","141","Van Buren","2.650000095","87.3"
"05059","05","059","Hot Spring","-0.74000001","37.9"
"06059","06","059","Orange","-2.420000076","17.2"
"06103","06","103","Tehama","0.889999986","64.6"
"06011","06","011","Colusa","1.419999957","73.4"
"06083","06","083","Santa Barbara","0.209999993","53.8"
"06051","06","051","Mono","-1.179999948","31"
"06053","06","053","Monterey","1.799999952","78.1"
"06061","06","061","Placer","-3.160000086","10.8"
"06005","06","005","Amador","-0.689999998","38.8"
"06009","06","009","Calaveras","-0.109999999","48.4"
"06025","06","025","Imperial","5.840000153","97.1"
"06093","06","093","Siskiyou","2.569999933","86.6"
"06097","06","097","Sonoma","-0.930000007","34.8"
"06085","06","085","Santa Clara","-5.710000038","2.1"
"06029","06","029","Kern","0.889999986","64.6"
"06113","06","113","Yolo","-1.059999943","33"
"06045","06","045","Mendocino","2.25999999","83.8"
"06067","06","067","Sacramento","0.289999992","55"
"06039","06","039","Madera","2.700000048","87.7"
"06115","06","115","Yuba","0.370000005","56.3"
"06107","06","107","Tulare","3.279999971","90.7"
"06073","06","073","San Diego","-1.559999943","25.9"
"06063","06","063","Plumas","2.099999905","82.1"
"06069","06","069","San Benito","-0.879999995","35.8"
"06089","06","089","Shasta","1.230000019","70.3"
"06099","06","099","Stanislaus","1.139999986","68.7"
"06043","06","043","Mariposa","2","81"
"06019","06","019","Fresno","2.880000114","88.9"
"06003","06","003","Alpine","0.589999974","60.6"
"06041","06","041","Marin","-5.71999979","2"
"06021","06","021","Glenn","1.799999952","78.1"
"06035","06","035","Lassen","-7.25","0.8"
"06015","06","015","Del Norte","0.959999979","65.8"
"06055","06","055","Napa","-0.610000014","40.2"
"06079","06","079","San Luis Obispo","-2.049999952","20.9"
"06081","06","081","San Mateo","-4.230000019","5.8"
"06057","06","057","Nevada","-0.370000005","43.8"
"06077","06","077","San Joaquin","0.899999976","64.9"
"06071","06","071","San Bernardino","0.49000001","58.7"
"06101","06","101","Sutter","0.99000001","66.2"
"06065","06","065","Riverside","0.50999999","59.1"
"06105","06","105","Trinity","1.419999957","73.4"
"06013","06","013","Contra Costa","-3.190000057","10.5"
"06111","06","111","Ventura","-2.25999999","19"
"06109","06","109","Tuolumne","0.959999979","65.8"
"06007","06","007","Butte","0.959999979","65.8"
"06091","06","091","Sierra","2.109999895","82.3"
"06033","06","033","Lake","3.339999914","91"
"06049","06","049","Modoc","2.720000029","87.9"
"06017","06","017","El Dorado","-2.960000038","12.2"
"06037","06","037","Los Angeles","1.659999967","76.5"
"06001","06","001","Alameda","-2.410000086","17.4"
"06027","06","027","Inyo","2.569999933","86.6"
"06075","06","075","San Francisco","-2","21.3"
"06087","06","087","Santa Cruz","-2.420000076","17.2"
"06031","06","031","Kings","-0.050000001","49.1"
"06023","06","023","Humboldt","0.75999999","63.1"
"06095","06","095","Solano","-1.210000038","30.6"
"06047","06","047","Merced","2.390000105","84.9"
"08069","08","069","Larimer","-3.559999943","8.6"
"08071","08","071","Las Animas","2.029999971","81.4"
"08043","08","043","Fremont","-0.600000024","40.4"
"08051","08","051","Gunnison","-4.590000153","4.6"
"08021","08","021","Conejos","2.789999962","88.3"
"08037","08","037","Eagle","-5.090000153","3.3"
"08089","08","089","Otero","4.929999828","95.7"
"08067","08","067","La Plata","-3.00999999","11.9"
"08117","08","117","Summit","-4.090000153","6.1"
"08027","08","027","Custer","1.879999995","79.3"
"08097","08","097","Pitkin","-5.150000095","3.2"
"08025","08","025","Crowley","-2.599999905","15.5"
"08017","08","017","Cheyenne","-2.819999933","13.7"
"08011","08","011","Bent","-4.420000076","5.2"
"08001","08","001","Adams","-1.070000052","32.8"
"08039","08","039","Elbert","-6.739999771","1"
"08125","08","125","Yuma","0.680000007","61.8"
"08065","08","065","Lake","-1.570000052","25.8"
"08029","08","029","Delta","0.899999976","64.9"
"08023","08","023","Costilla","6.440000057","97.7"
"08045","08","045","Garfield","-2.410000086","17.4"
"08087","08","087","Morgan","1.269999981","71"
"08099","08","099","Prowers","2.99000001","89.5"
"08083","08","083","Montezuma","1.639999986","76.2"
"08079","08","079","Mineral","4.079999924","93.9"
"08073","08","073","Lincoln","-1.389999986","27.9"
"08059","08","059","Jefferson","-3.930000067","6.8"
"08103","08","103","Rio Blanco","-1.600000024","25.4"
"08115","08","115","Sedgwick","6.059999943","97.3"
"08113","08","113","San Miguel","-5.300000191","2.8"
"08003","08","003","Alamosa","1.620000005","75.8"
"08095","08","095","Phillips","1.179999948","69.4"
"08091","08","091","Ouray","-0.680000007","39"
"08077","08","077","Mesa","-0.899999976","35.3"
"08109","08","109","Saguache","2.619999886","87.1"
"08035","08","035","Douglas","-9.529999733","0"
"08033","08","033","Dolores","0.639999986","61.2"
"08105","08","105","Rio Grande","2.819999933","88.6"
"08101","08","101","Pueblo","3.039999962","89.9"
"08063","08","063","Kit Carson","-1.799999952","23.4"
"08009","08","009","Baca","4.019999981","93.6"
"08049","08","049","Grand","-3.700000048","7.9"
"08075","08","075","Logan","-1.440000057","27.3"
"08019","08","019","Clear Creek","-5.570000172","2.3"
"08081","08","081","Moffat","-3.430000067","9.5"
"08119","08","119","Teller","-2.119999886","20.3"
"08013","08","013","Boulder","-5.25","3"
"08061","08","061","Kiowa","2.49000001","85.8"
"08015","08","015","Chaffee","-0.670000017","39.1"
"08053","08","053","Hinsdale","2.730000019","87.9"
"08057","08","057","Jackson","-1.450000048","27.1"
"08123","08","123","Weld","-2.650000095","15"
"08111","08","111","San Juan","-3.869999886","7"
"08085","08","085","Montrose","1.289999962","71.4"
"08014","08","014","Broomfield","-6.630000114","1.1"
"08121","08","121","Washington","-1.799999952","23.4"
"08107","08","107","Routt","-5.300000191","2.8"
"08007","08","007","Archuleta","-0.150000006","47.6"
"08047","08","047","Gilpin","-4.630000114","4.5"
"08031","08","031","Denver","-0.720000029","38.2"
"08093","08","093","Park","-4.210000038","5.9"
"08041","08","041","El Paso","-3.109999895","11.1"
"08005","08","005","Arapahoe","-2.700000048","14.8"
"08055","08","055","Huerfano","5.889999866","97.1"
"09001","09","001","Fairfield","-4.070000172","6.3"
"09011","09","011","New London","-1.590000033","25.6"
"09005","09","005","Litchfield","-2.589999914","15.7"
"09015","09","015","Windham","-0.959999979","34.3"
"09013","09","013","Tolland","-5.610000134","2.2"
"09003","09","003","Hartford","-0.639999986","39.6"
"09007","09","007","Middlesex","-3.839999914","7"
"09009","09","009","New Haven","-0.180000007","47.1"
"10001","10","001","Kent","-0.980000019","34"
"10005","10","005","Sussex","1.470000029","74.1"
"10003","10","003","New Castle","-2.420000076","17.2"
"11001","11","001","District of Columbia","-0.670000017","39.1"
"12017","12","017","Citrus","5.5","96.6"
"12009","12","009","Brevard","1.110000014","68.2"
"12037","12","037","Franklin","0.129999995","52.3"
"12011","12","011","Broward","1.419999957","73.4"
"12047","12","047","Hamilton","-2.420000076","17.2"
"12063","12","063","Jackson","0.409999996","57.1"
"12093","12","093","Okeechobee","0.649999976","61.3"
"12087","12","087","Monroe","0.100000001","51.7"
"12031","12","031","Duval","-0.349999994","44"
"12081","12","081","Manatee","2.660000086","87.4"
"12071","12","071","Lee","4.059999943","93.8"
"12029","12","029","Dixie","-0.620000005","40"
"12069","12","069","Lake","2.460000038","85.5"
"12065","12","065","Jefferson","-0.49000001","41.7"
"12033","12","033","Escambia","0.200000003","53.5"
"12045","12","045","Gulf","-3.059999943","11.5"
"12103","12","103","Pinellas","2.279999971","84"
"12067","12","067","Lafayette","-5.079999924","3.4"
"12023","12","023","Columbia","-0.449999988","42.3"
"12129","12","129","Wakulla","-6.159999847","1.5"
"12013","12","013","Calhoun","0.50999999","59.1"
"12086","12","086","Miami-Dade","6.46999979","97.8"
"12057","12","057","Hillsborough","-0.07","48.8"
"12117","12","117","Seminole","-1.75999999","23.8"
"12085","12","085","Martin","1.720000029","77.2"
"12083","12","083","Marion","4.380000114","94.5"
"12003","12","003","Baker","-3.039999962","11.6"
"12073","12","073","Leon","-2.029999971","21.1"
"12109","12","109","St. Johns","-3.619999886","8.4"
"12101","12","101","Pasco","1.289999962","71.4"
"12121","12","121","Suwannee","0.039999999","50.7"
"12007","12","007","Bradford","-1.110000014","32.1"
"12115","12","115","Sarasota","4.559999943","95"
"12019","12","019","Clay","-2.839999914","13.3"
"12123","12","123","Taylor","-1.919999957","21.9"
"12055","12","055","Highlands","6.730000019","98.1"
"12051","12","051","Hendry","1.809999943","78.3"
"12039","12","039","Gadsden","1.399999976","73.2"
"12015","12","015","Charlotte","5.880000114","97.1"
"12043","12","043","Glades","2.690000057","87.5"
"12131","12","131","Walton","0.810000002","63.7"
"12125","12","125","Union","-5.309999943","2.7"
"12027","12","027","DeSoto","1.779999971","77.6"
"12097","12","097","Osceola","3.950000048","93.2"
"12059","12","059","Holmes","-0.230000004","45.9"
"12041","12","041","Gilchrist","-1.379999995","28.1"
"12053","12","053","Hernando","3.460000038","91.3"
"12001","12","001","Alachua","-0.939999998","34.6"
"12079","12","079","Madison","-0.920000017","35.1"
"12035","12","035","Flagler","3.269999981","90.6"
"12005","12","005","Bay","0.319999993","55.5"
"12061","12","061","Indian River","3.980000019","93.4"
"12075","12","075","Levy","1.899999976","79.6"
"12105","12","105","Polk","2.019999981","81.2"
"12099","12","099","Palm Beach","2.50999999","86"
"12095","12","095","Orange","0.460000008","58.2"
"12107","12","107","Putnam","2.5","85.9"
"12111","12","111","St. Lucie","3.349999905","91"
"12021","12","021","Collier","4.449999809","94.7"
"12119","12","119","Sumter","5.809999943","97"
"12091","12","091","Okaloosa","-1.24000001","30.2"
"12049","12","049","Hardee","2.00999999","81.1"
"12089","12","089","Nassau","-1.779999971","23.6"
"12127","12","127","Volusia","2.789999962","88.3"
"12077","12","077","Liberty","-5.260000229","3"
"12113","12","113","Santa Rosa","-3.970000029","6.6"
"12133","12","133","Washington","-2.019999981","21.1"
"13173","13","173","Lanier","-0.230000004","45.9"
"13029","13","029","Bryan","-4.46999979","5"
"13001","13","001","Appling","-0.829999983","36.5"
"13241","13","241","Rabun","3.029999971","89.8"
"13023","13","023","Bleckley","2","81"
"13113","13","113","Fayette","-5.420000076","2.5"
"13163","13","163","Jefferson","3.809999943","92.5"
"13253","13","253","Seminole","1.559999943","75"
"13039","13","039","Camden","-3.829999924","7.1"
"13127","13","127","Glynn","2.75","88.1"
"13233","13","233","Polk","0.479999989","58.5"
"13211","13","211","Morgan","-0.779999971","37.2"
"13263","13","263","Talbot","2","81"
"13249","13","249","Schley","-1.279999971","29.8"
"13291","13","291","Union","4.389999866","94.5"
